"","Program","Site","Date","Category","Genus","Species","Abundance","Cell.Per.Liter","Water.Source","Perc.Large","Perc.Small","Perc.Species","Comments"
"621","SoundToxins","Sequim Bay","06/15/2022 09:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,100,""
"622","SoundToxins","Sequim Bay","06/15/2022 09:15","Dinoflagellate","Dinophysis","sp.","Present",1521,"Whole Water",NA,NA,NA,""
"623","SoundToxins","Liberty Bay","06/14/2022 08:00","Dinoflagellate","Dinophysis","spp.","Present",71,"Net Tow",NA,NA,NA,""
"624","SoundToxins","Liberty Bay","06/14/2022 08:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,21,""
"625","SoundToxins","Liberty Bay","06/14/2022 08:00","Dinoflagellate","Dinophysis","acuta","",NA,"",NA,NA,7,""
"626","SoundToxins","Liberty Bay","06/14/2022 08:00","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,NA,""
"627","SoundToxins","Quartermaster Harbor - Dockton","06/12/2022 15:45","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"628","SoundToxins","Budd Inlet- Port Plaza","06/08/2022 16:15","Dinoflagellate","Dinophysis","sp.","Present",30,"Net Tow",NA,NA,NA,""
"629","SoundToxins","Budd Inlet- Port Plaza","06/08/2022 16:15","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,NA,""
"630","SoundToxins","Quartermaster Harbor - Dockton","06/08/2022 11:30","Dinoflagellate","Dinophysis","sp.","Present",3,"10x Whole Water",NA,NA,NA,""
"631","SoundToxins","Quartermaster Harbor - Dockton","06/08/2022 11:30","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,100,""
"632","SoundToxins","Sequim Bay","06/08/2022 00:00","Dinoflagellate","Dinophysis","sp.","Present",1982,"Net Tow",NA,NA,NA,""
"633","SoundToxins","Sequim Bay","06/08/2022 00:00","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,100,""
"634","SoundToxins","Liberty Bay","06/07/2022 08:00","Dinoflagellate","Dinophysis","spp.","Present",21,"Net Tow",NA,NA,NA,""
"635","SoundToxins","Liberty Bay","06/07/2022 08:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,33.33,""
"636","SoundToxins","Liberty Bay","06/07/2022 08:00","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,66.66,""
"637","SoundToxins","Budd Inlet- Port Plaza","06/02/2022 08:30","Dinoflagellate","Dinophysis","sp.","Present",24,"Net Tow",NA,NA,NA,""
"638","SoundToxins","Budd Inlet- Port Plaza","06/02/2022 08:30","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,100,""
"639","SoundToxins","Sequim Bay","06/01/2022 00:00","Dinoflagellate","Dinophysis","acuminata","Present",556,"Net Tow",NA,NA,NA,""
"640","SoundToxins","Quartermaster Harbor - Dockton","05/31/2022 16:30","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"641","SoundToxins","Liberty Bay","05/31/2022 08:00","Dinoflagellate","Dinophysis","acuminata","Present",36,"Net Tow",NA,NA,NA,""
"642","SoundToxins","Budd Inlet- Port Plaza","05/27/2022 14:00","Dinoflagellate","Dinophysis","sp.","Present",6,"Net Tow",NA,NA,NA,""
"643","SoundToxins","Budd Inlet- Port Plaza","05/27/2022 14:00","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,100,""
"644","SoundToxins","Liberty Bay","05/25/2022 18:15","Dinoflagellate","Dinophysis","acuminata","Present",19,"Net Tow",NA,NA,NA,""
"645","SoundToxins","Sequim Bay","05/25/2022 11:15","Dinoflagellate","Dinophysis","acuminata","Present",73,"Net Tow",NA,NA,NA,""
"646","SoundToxins","Quartermaster Harbor - Dockton","05/24/2022 12:15","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"647","SoundToxins","Budd Inlet- Port Plaza","05/21/2022 14:00","Dinoflagellate","Dinophysis","norvegica","Present",NA,"",NA,NA,NA,""
"648","SoundToxins","Budd Inlet- Port Plaza","05/21/2022 14:00","Dinoflagellate","Dinophysis","sp.","Present",12,"Net Tow",NA,NA,NA,""
"649","SoundToxins","Sequim Bay","05/18/2022 09:45","Dinoflagellate","Dinophysis","acuminata","Present",21,"Net Tow",NA,NA,NA,""
"650","SoundToxins","Liberty Bay","05/17/2022 08:00","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,50,""
"651","SoundToxins","Liberty Bay","05/17/2022 08:00","Dinoflagellate","Dinophysis","spp.","Present",10,"Net Tow",NA,NA,NA,""
"652","SoundToxins","Liberty Bay","05/17/2022 08:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,50,""
"653","SoundToxins","Quartermaster Harbor - Dockton","05/15/2022 16:15","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"654","SoundToxins","Budd Inlet- Port Plaza","05/11/2022 15:45","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"655","SoundToxins","Sequim Bay","05/11/2022 12:00","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"656","SoundToxins","Quartermaster Harbor - Dockton","05/10/2022 11:30","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"657","SoundToxins","Liberty Bay","05/10/2022 08:00","Dinoflagellate","Dinophysis","acuminata","Present",7,"Net Tow",NA,NA,NA,""
"658","SoundToxins","Sequim Bay","05/04/2022 11:15","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"659","SoundToxins","Budd Inlet- Port Plaza","05/04/2022 08:15","Dinoflagellate","Dinophysis","sp.","Present",6,"Net Tow",NA,NA,NA,""
"660","SoundToxins","Budd Inlet- Port Plaza","05/04/2022 08:15","Dinoflagellate","Dinophysis","acuminata","Common",NA,"",NA,NA,NA,""
"661","SoundToxins","Liberty Bay","05/03/2022 08:15","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,NA,""
"662","SoundToxins","Quartermaster Harbor - Dockton","05/01/2022 16:15","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"663","SoundToxins","Budd Inlet- Port Plaza","05/01/2022 12:30","Dinoflagellate","Dinophysis","sp.","Present",6,"Net Tow",NA,NA,NA,""
"664","SoundToxins","Budd Inlet- Port Plaza","05/01/2022 12:30","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,100,""
"665","SoundToxins","Liberty Bay","04/26/2022 07:45","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"666","SoundToxins","Sequim Bay","04/25/2022 10:00","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"667","SoundToxins","Budd Inlet- Port Plaza","04/24/2022 20:00","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"668","SoundToxins","Quartermaster Harbor - Dockton","04/24/2022 12:00","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"669","SoundToxins","Liberty Bay","04/19/2022 08:00","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"670","SoundToxins","Sequim Bay","04/18/2022 11:30","Dinoflagellate","Dinophysis","sp.","Present",NA,"",NA,NA,NA,""
"671","SoundToxins","Budd Inlet- Port Plaza","04/18/2022 10:30","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"672","SoundToxins","Quartermaster Harbor - Dockton","04/18/2022 03:45","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"673","SoundToxins","Liberty Bay","04/16/2022 11:15","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"674","SoundToxins","Quartermaster Harbor - Dockton","04/12/2022 13:40","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"675","SoundToxins","Budd Inlet- Port Plaza","04/09/2022 07:30","Dinoflagellate","Dinophysis","sp.","Present",18,"Net Tow",NA,NA,NA,""
"676","SoundToxins","Liberty Bay","04/05/2022 09:00","Dinoflagellate","Dinophysis","acuminata","Present",2,"Net Tow",NA,NA,NA,""
"677","SoundToxins","Sequim Bay","04/04/2022 22:30","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"678","SoundToxins","Quartermaster Harbor - Dockton","04/03/2022 16:45","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"679","SoundToxins","Budd Inlet- Port Plaza","04/02/2022 10:30","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"680","SoundToxins","Sequim Bay","03/30/2022 13:45","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"681","SoundToxins","Liberty Bay","03/30/2022 12:15","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"682","SoundToxins","Quartermaster Harbor - Dockton","03/27/2022 12:45","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"683","SoundToxins","Budd Inlet- Port Plaza","03/24/2022 06:15","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,50,""
"684","SoundToxins","Budd Inlet- Port Plaza","03/24/2022 06:15","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,25,""
"685","SoundToxins","Budd Inlet- Port Plaza","03/24/2022 06:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,25,""
"686","SoundToxins","Budd Inlet- Port Plaza","03/24/2022 06:15","Dinoflagellate","Dinophysis","spp.","Present",24,"Net Tow",NA,NA,NA,""
"687","SoundToxins","Sequim Bay","03/22/2022 10:15","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"688","SoundToxins","Liberty Bay","03/22/2022 09:10","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"689","SoundToxins","Quartermaster Harbor - Dockton","03/21/2022 16:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,NA,"100 %"
"690","SoundToxins","Quartermaster Harbor - Dockton","03/21/2022 16:15","Dinoflagellate","Dinophysis","sp.","Present",1,"Net Tow",NA,NA,NA,""
"691","SoundToxins","Budd Inlet- Port Plaza","03/17/2022 07:30","Dinoflagellate","Dinophysis","spp.","Present",89,"Net Tow",NA,NA,NA,""
"692","SoundToxins","Budd Inlet- Port Plaza","03/17/2022 07:30","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,6,""
"693","SoundToxins","Budd Inlet- Port Plaza","03/17/2022 07:30","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,67,""
"694","SoundToxins","Budd Inlet- Port Plaza","03/17/2022 07:30","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,27,""
"695","SoundToxins","Sequim Bay","03/14/2022 10:15","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"696","SoundToxins","Quartermaster Harbor - Dockton","03/13/2022 13:15","Dinoflagellate","Dinophysis","","",NA,"",NA,NA,NA,""
"697","SoundToxins","Budd Inlet- Port Plaza","03/11/2022 07:30","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,50,""
"698","SoundToxins","Budd Inlet- Port Plaza","03/11/2022 07:30","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,50,""
"699","SoundToxins","Budd Inlet- Port Plaza","03/11/2022 07:30","Dinoflagellate","Dinophysis","spp.","Present",12,"Net Tow",NA,NA,NA,""
"700","SoundToxins","Quartermaster Harbor - Dockton","03/09/2022 09:30","Dinoflagellate","Dinophysis","sp.","Present",1,"Net Tow",NA,NA,NA,""
"701","SoundToxins","Quartermaster Harbor - Dockton","03/09/2022 09:30","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,NA,"100%"
"702","SoundToxins","Sequim Bay","03/08/2022 15:00","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"703","SoundToxins","Liberty Bay","03/08/2022 08:55","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"704","SoundToxins","Budd Inlet- Port Plaza","03/05/2022 08:45","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,100,""
"705","SoundToxins","Budd Inlet- Port Plaza","03/05/2022 08:45","Dinoflagellate","Dinophysis","sp.","Present",24,"Net Tow",NA,NA,NA,""
"706","SoundToxins","Liberty Bay","03/03/2022 10:20","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"707","SoundToxins","Sequim Bay","03/02/2022 15:45","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"708","SoundToxins","Liberty Bay","02/27/2022 13:04","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,50,""
"709","SoundToxins","Liberty Bay","02/27/2022 13:04","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,50,""
"710","SoundToxins","Liberty Bay","02/27/2022 13:04","Dinoflagellate","Dinophysis","spp.","Present",12,"Net Tow",NA,NA,NA,""
"711","SoundToxins","Quartermaster Harbor - Dockton","02/27/2022 12:38","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"712","SoundToxins","Sequim Bay","02/25/2022 13:30","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"713","SoundToxins","Budd Inlet- Port Plaza","02/22/2022 11:45","Dinoflagellate","Dinophysis","spp.","Present",54,"Net Tow",NA,NA,NA,""
"714","SoundToxins","Budd Inlet- Port Plaza","02/22/2022 11:45","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,33,""
"715","SoundToxins","Budd Inlet- Port Plaza","02/22/2022 11:45","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,67,""
"716","SoundToxins","Quartermaster Harbor - Dockton","02/13/2022 14:00","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"717","SoundToxins","Budd Inlet- Port Plaza","02/11/2022 10:30","Dinoflagellate","Dinophysis","norvegica","",NA,"",NA,NA,20,""
"718","SoundToxins","Budd Inlet- Port Plaza","02/11/2022 10:30","Dinoflagellate","Dinophysis","spp.","Present",30,"Net Tow",NA,NA,NA,""
"719","SoundToxins","Budd Inlet- Port Plaza","02/11/2022 10:30","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,20,""
"720","SoundToxins","Budd Inlet- Port Plaza","02/11/2022 10:30","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,60,""
"721","SoundToxins","Sequim Bay","02/08/2022 12:00","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"722","SoundToxins","Liberty Bay","02/08/2022 08:00","Dinoflagellate","Dinophysis","acuminata","Present",9,"Net Tow",NA,NA,NA,""
"723","SoundToxins","Quartermaster Harbor - Dockton","01/28/2022 11:30","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"724","SoundToxins","Budd Inlet- Port Plaza","01/28/2022 11:00","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"725","SoundToxins","Liberty Bay","01/24/2022 09:33","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"726","SoundToxins","Sequim Bay","01/19/2022 09:45","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"727","SoundToxins","Quartermaster Harbor - Dockton","01/16/2022 13:00","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"728","SoundToxins","Budd Inlet- Port Plaza","01/12/2022 13:00","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,29,""
"729","SoundToxins","Budd Inlet- Port Plaza","01/12/2022 13:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,57,""
"730","SoundToxins","Budd Inlet- Port Plaza","01/12/2022 13:00","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,14,""
"731","SoundToxins","Budd Inlet- Port Plaza","01/12/2022 13:00","Dinoflagellate","Dinophysis","spp.","Present",42,"Net Tow",NA,NA,NA,""
"732","SoundToxins","Liberty Bay","01/11/2022 07:07","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"733","SoundToxins","Sequim Bay","01/04/2022 15:00","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"734","SoundToxins","Quartermaster Harbor - Dockton","01/03/2022 14:00","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"735","SoundToxins","Liberty Bay","12/23/2021 08:59","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"736","SoundToxins","Sequim Bay","12/21/2021 14:55","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"737","SoundToxins","Quartermaster Harbor - Dockton","12/21/2021 13:15","Dinoflagellate","Dinophysis","sp.","Present",1,"Net Tow",NA,NA,NA,""
"738","SoundToxins","Quartermaster Harbor - Dockton","12/21/2021 13:15","Dinoflagellate","Dinophysis","acuta","Present",NA,"",NA,NA,100,""
"739","SoundToxins","Budd Inlet- Port Plaza","12/15/2021 14:00","Dinoflagellate","Dinophysis","spp.","Present",36,"Net Tow",NA,NA,NA,""
"740","SoundToxins","Budd Inlet- Port Plaza","12/15/2021 14:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,67,""
"741","SoundToxins","Budd Inlet- Port Plaza","12/15/2021 14:00","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,33,""
"742","SoundToxins","Sequim Bay","12/14/2021 15:24","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"743","SoundToxins","Liberty Bay","12/02/2021 08:45","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"744","SoundToxins","Budd Inlet- Port Plaza","11/30/2021 13:15","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,2,""
"745","SoundToxins","Budd Inlet- Port Plaza","11/30/2021 13:15","Dinoflagellate","Dinophysis","acuta","",NA,"",NA,NA,2,""
"746","SoundToxins","Budd Inlet- Port Plaza","11/30/2021 13:15","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,19,""
"747","SoundToxins","Budd Inlet- Port Plaza","11/30/2021 13:15","Dinoflagellate","Dinophysis","spp.","Common",286,"Net Tow",NA,NA,NA,"D. fortii nice and pink."
"748","SoundToxins","Budd Inlet- Port Plaza","11/30/2021 13:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,77,""
"749","SoundToxins","Sequim Bay","11/30/2021 11:50","Dinoflagellate","Dinophysis","sp.","Absent",NA,"",NA,NA,NA,""
"750","SoundToxins","Quartermaster Harbor - Dockton","11/28/2021 12:00","Dinoflagellate","Dinophysis","parva","Present",NA,"",NA,NA,100,""
"751","SoundToxins","Quartermaster Harbor - Dockton","11/28/2021 12:00","Dinoflagellate","Dinophysis","sp.","Present",1,"Net Tow",NA,NA,NA,""
"752","SoundToxins","Budd Inlet- Port Plaza","11/21/2021 15:15","Dinoflagellate","Dinophysis","spp.","Present",131,"Net Tow",NA,NA,NA,""
"753","SoundToxins","Budd Inlet- Port Plaza","11/21/2021 15:15","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,5,""
"754","SoundToxins","Budd Inlet- Port Plaza","11/21/2021 15:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,77,""
"755","SoundToxins","Budd Inlet- Port Plaza","11/21/2021 15:15","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,18,""
"756","SoundToxins","Quartermaster Harbor - Dockton","11/16/2021 12:30","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"757","SoundToxins","Liberty Bay","11/16/2021 08:09","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"758","SoundToxins","Sequim Bay","11/15/2021 10:56","Dinoflagellate","Dinophysis","sp.","Present",16,"Net Tow",NA,NA,NA,""
"759","SoundToxins","Sequim Bay","11/15/2021 10:56","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,100,""
"760","SoundToxins","Budd Inlet- Port Plaza","11/12/2021 13:00","Dinoflagellate","Dinophysis","spp.","Present",71,"Net Tow",NA,NA,NA,""
"761","SoundToxins","Budd Inlet- Port Plaza","11/12/2021 13:00","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,17,""
"762","SoundToxins","Budd Inlet- Port Plaza","11/12/2021 13:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,50,""
"763","SoundToxins","Budd Inlet- Port Plaza","11/12/2021 13:00","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,33,""
"764","SoundToxins","Budd Inlet- Port Plaza","11/03/2021 16:00","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,3,""
"765","SoundToxins","Budd Inlet- Port Plaza","11/03/2021 16:00","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,3,""
"766","SoundToxins","Budd Inlet- Port Plaza","11/03/2021 16:00","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,10,""
"767","SoundToxins","Budd Inlet- Port Plaza","11/03/2021 16:00","Dinoflagellate","Dinophysis","spp.","Present",226,"Net Tow",NA,NA,NA,""
"768","SoundToxins","Budd Inlet- Port Plaza","11/03/2021 16:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,84,""
"769","SoundToxins","Sequim Bay","11/03/2021 13:01","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,33,""
"770","SoundToxins","Sequim Bay","11/03/2021 13:01","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,67,""
"771","SoundToxins","Sequim Bay","11/03/2021 13:01","Dinoflagellate","Dinophysis","spp.","Present",37,"Net Tow",NA,NA,NA,""
"772","SoundToxins","Liberty Bay","11/02/2021 07:58","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,25,""
"773","SoundToxins","Liberty Bay","11/02/2021 07:58","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,75,""
"774","SoundToxins","Liberty Bay","11/02/2021 07:58","Dinoflagellate","Dinophysis","spp.","Present",56,"Net Tow",NA,NA,NA,""
"775","SoundToxins","Quartermaster Harbor - Dockton","10/31/2021 15:45","Dinoflagellate","Dinophysis","spp.","Absent",NA,"",NA,NA,NA,""
"776","SoundToxins","Liberty Bay","10/30/2021 09:52","Dinoflagellate","Dinophysis","","Absent",NA,"",NA,NA,NA,""
"777","SoundToxins","Sequim Bay","10/27/2021 14:15","Dinoflagellate","Dinophysis","spp.","Present",27,"Net Tow",NA,NA,NA,""
"778","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","odiosa","",NA,"",NA,NA,4,""
"779","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","spp.","Common",458,"Net Tow",NA,NA,NA,""
"780","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","rotundata","",NA,"",NA,NA,1,""
"781","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,8,""
"782","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,9,""
"783","SoundToxins","Budd Inlet- Port Plaza","10/27/2021 13:15","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,78,""
"784","SoundToxins","Quartermaster Harbor - Dockton","10/25/2021 10:30","Dinoflagellate","Dinophysis","acuminata","Common",NA,"",NA,NA,66,""
"785","SoundToxins","Quartermaster Harbor - Dockton","10/25/2021 10:30","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,33,""
"786","SoundToxins","Quartermaster Harbor - Dockton","10/25/2021 10:30","Dinoflagellate","Dinophysis","spp.","Common",1586,"Net Tow",NA,NA,NA,"common in relation to Margalefidinium and lack of other species."
"787","SoundToxins","Sequim Bay","10/20/2021 14:50","Dinoflagellate","Dinophysis","spp.","Present",61,"Net Tow",NA,NA,NA,""
"788","SoundToxins","Sequim Bay","10/20/2021 14:50","Dinoflagellate","Dinophysis","norvegica","Present",NA,"",NA,NA,25,""
"789","SoundToxins","Sequim Bay","10/20/2021 14:50","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,25,""
"790","SoundToxins","Sequim Bay","10/20/2021 14:50","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,50,""
"791","SoundToxins","Liberty Bay","10/19/2021 09:32","Dinoflagellate","Dinophysis","acuminata","Present",32,"Net Tow",NA,NA,NA,""
"792","SoundToxins","Quartermaster Harbor - Dockton","10/18/2021 14:50","Dinoflagellate","Dinophysis","spp.","Common",1148,"Net Tow",NA,NA,NA,"Used Handy/Dandy App calculator"
"793","SoundToxins","Quartermaster Harbor - Dockton","10/18/2021 14:50","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,1,""
"794","SoundToxins","Quartermaster Harbor - Dockton","10/18/2021 14:50","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,99,""
"795","SoundToxins","Budd Inlet- Port Plaza","10/13/2021 10:50","Dinoflagellate","Dinophysis","","Present",NA,"",NA,NA,NA,""
"796","SoundToxins","Sequim Bay","10/13/2021 10:50","Dinoflagellate","Dinophysis","spp.","Present",2000,"10x Whole Water",NA,NA,NA,""
"797","SoundToxins","Sequim Bay","10/13/2021 10:50","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,29,""
"798","SoundToxins","Sequim Bay","10/13/2021 10:50","Dinoflagellate","Dinophysis","acuta","Present",NA,"",NA,NA,12,""
"799","SoundToxins","Sequim Bay","10/13/2021 10:50","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,59,""
"800","SoundToxins","Liberty Bay","10/12/2021 07:57","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,30,""
"801","SoundToxins","Liberty Bay","10/12/2021 07:57","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,70,""
"802","SoundToxins","Liberty Bay","10/12/2021 07:57","Dinoflagellate","Dinophysis","spp.","Present",123,"Net Tow",NA,NA,NA,""
"803","SoundToxins","Quartermaster Harbor - Dockton","10/10/2021 12:40","Dinoflagellate","Dinophysis","sp.","Common",878,"Net Tow",NA,NA,NA,"used ""Handy Dandy  calculator to correct count."
"804","SoundToxins","Quartermaster Harbor - Dockton","10/10/2021 12:40","Dinoflagellate","Dinophysis","acuminata","Common",NA,"",NA,NA,100,""
"805","SoundToxins","Sequim Bay","10/06/2021 13:36","Dinoflagellate","Dinophysis","spp.","Present",109,"Net Tow",NA,NA,NA,""
"806","SoundToxins","Sequim Bay","10/06/2021 13:36","Dinoflagellate","Dinophysis","acuminata","Present",NA,"",NA,NA,71,""
"807","SoundToxins","Sequim Bay","10/06/2021 13:36","Dinoflagellate","Dinophysis","fortii","Present",NA,"",NA,NA,29,""
"808","SoundToxins","Budd Inlet- Port Plaza","10/05/2021 16:00","Dinoflagellate","Dinophysis","spp.","Present",101,"Net Tow",NA,NA,NA,""
"809","SoundToxins","Budd Inlet- Port Plaza","10/05/2021 16:00","Dinoflagellate","Dinophysis","acuminata","",NA,"",NA,NA,71,""
"810","SoundToxins","Budd Inlet- Port Plaza","10/05/2021 16:00","Dinoflagellate","Dinophysis","fortii","",NA,"",NA,NA,24,""
"811","SoundToxins","Budd Inlet- Port Plaza","10/05/2021 16:00","Dinoflagellate","Dinophysis","parva","",NA,"",NA,NA,5,""
