,Program,Site,Date,Category,Genus,Species,Abundance,Cell.Per.Liter,Water.Source,Perc.Large,Perc.Small,Perc.Species,Comments
1014,SoundToxins,Sequim Bay,6/16/21 13:05,Dinoflagellate,Dinophysis,spp.,Present,1000,10x Whole Water,NA,NA,NA,
1015,SoundToxins,Liberty Bay,6/15/21 8:00,Dinoflagellate,Dinophysis,acuminata,Present,8,Net Tow,NA,NA,NA,
1016,SoundToxins,Quartermaster Harbor - Dockton,6/14/21 16:15,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,50,
1017,SoundToxins,Quartermaster Harbor - Dockton,6/14/21 16:15,Dinoflagellate,Dinophysis,norvegica,Present,NA,,NA,NA,50,
1018,SoundToxins,Quartermaster Harbor - Dockton,6/14/21 16:15,Dinoflagellate,Dinophysis,spp.,Present,2,Net Tow,NA,NA,NA,
1019,SoundToxins,Budd Inlet- Port Plaza,6/10/21 15:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,100,
1020,SoundToxins,Budd Inlet- Port Plaza,6/10/21 15:30,Dinoflagellate,Dinophysis,sp.,Present,65,Net Tow,NA,NA,NA,
1021,SoundToxins,Sequim Bay,6/9/21 14:57,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,80,
1022,SoundToxins,Sequim Bay,6/9/21 14:57,Dinoflagellate,Dinophysis,spp.,Present,102,Net Tow,NA,NA,NA,
1023,SoundToxins,Sequim Bay,6/9/21 14:57,Dinoflagellate,Dinophysis,acuta,Present,NA,,NA,NA,20,
1024,SoundToxins,Liberty Bay,6/8/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1025,SoundToxins,Quartermaster Harbor - Dockton,6/7/21 0:00,Dinoflagellate,Dinophysis,spp.,Present,3000,Net Tow,NA,NA,NA,
1026,SoundToxins,Quartermaster Harbor - Dockton,6/7/21 0:00,Dinoflagellate,Dinophysis,acuta,,NA,,NA,NA,33,
1027,SoundToxins,Quartermaster Harbor - Dockton,6/7/21 0:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,33,
1028,SoundToxins,Quartermaster Harbor - Dockton,6/7/21 0:00,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,33,
1029,SoundToxins,Sequim Bay,6/4/21 14:08,Dinoflagellate,Dinophysis,acuminata,Present,35,Net Tow,NA,NA,NA,
1030,SoundToxins,Budd Inlet- Port Plaza,6/3/21 13:30,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,29,
1031,SoundToxins,Budd Inlet- Port Plaza,6/3/21 13:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,71,
1032,SoundToxins,Budd Inlet- Port Plaza,6/3/21 13:30,Dinoflagellate,Dinophysis,spp.,Present,42,Net Tow,NA,NA,NA,
1033,SoundToxins,Quartermaster Harbor - Dockton,6/1/21 10:15,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1034,SoundToxins,Liberty Bay,6/1/21 7:57,Dinoflagellate,Dinophysis,acuminata,Present,9,Net Tow,NA,NA,NA,
1035,SoundToxins,Budd Inlet- Port Plaza,5/28/21 18:00,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,23,
1036,SoundToxins,Budd Inlet- Port Plaza,5/28/21 18:00,Dinoflagellate,Dinophysis,spp.,Present,77,Net Tow,NA,NA,NA,
1037,SoundToxins,Budd Inlet- Port Plaza,5/28/21 18:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,77,
1038,SoundToxins,Sequim Bay,5/26/21 10:00,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1039,SoundToxins,Liberty Bay,5/25/21 8:01,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1040,SoundToxins,Quartermaster Harbor - Dockton,5/24/21 15:50,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1041,SoundToxins,Budd Inlet- Port Plaza,5/19/21 23:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,100,
1042,SoundToxins,Budd Inlet- Port Plaza,5/19/21 23:00,Dinoflagellate,Dinophysis,sp.,Present,42,Net Tow,NA,NA,NA,
1043,SoundToxins,Sequim Bay,5/19/21 15:53,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,NA,
1044,SoundToxins,Liberty Bay,5/18/21 7:59,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1045,SoundToxins,Quartermaster Harbor - Dockton,5/17/21 0:00,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1046,SoundToxins,Budd Inlet- Port Plaza,5/13/21 16:10,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1047,SoundToxins,Sequim Bay,5/12/21 10:30,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1048,SoundToxins,Liberty Bay,5/11/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1049,SoundToxins,Quartermaster Harbor - Dockton,5/10/21 16:15,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1050,SoundToxins,Budd Inlet- Port Plaza,5/7/21 14:30,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1051,SoundToxins,Sequim Bay,5/4/21 13:15,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1052,SoundToxins,Liberty Bay,5/4/21 7:53,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1053,SoundToxins,Quartermaster Harbor - Dockton,5/3/21 11:45,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1054,SoundToxins,Budd Inlet- Port Plaza,4/30/21 19:10,Dinoflagellate,Dinophysis,,,NA,,NA,NA,NA,
1055,SoundToxins,Sequim Bay,4/28/21 10:53,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1056,SoundToxins,Liberty Bay,4/27/21 7:55,Dinoflagellate,Dinophysis,acuminata,Present,15,Net Tow,NA,NA,NA,
1057,SoundToxins,Quartermaster Harbor - Dockton,4/26/21 16:30,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1058,SoundToxins,Budd Inlet- Port Plaza,4/23/21 12:45,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1059,SoundToxins,Sequim Bay,4/23/21 12:00,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1060,SoundToxins,Liberty Bay,4/23/21 7:50,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1061,SoundToxins,Quartermaster Harbor - Dockton,4/19/21 11:00,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1062,SoundToxins,Budd Inlet- Port Plaza,4/16/21 9:50,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1063,SoundToxins,Sequim Bay,4/14/21 9:45,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,33,
1064,SoundToxins,Sequim Bay,4/14/21 9:45,Dinoflagellate,Dinophysis,acuta,Present,NA,,NA,NA,67,
1065,SoundToxins,Sequim Bay,4/14/21 9:45,Dinoflagellate,Dinophysis,spp.,Present,81,Net Tow,NA,NA,NA,
1066,SoundToxins,Liberty Bay,4/13/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1067,SoundToxins,Quartermaster Harbor - Dockton,4/12/21 16:20,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1068,SoundToxins,Budd Inlet- Port Plaza,4/9/21 15:35,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,100,
1069,SoundToxins,Budd Inlet- Port Plaza,4/9/21 15:35,Dinoflagellate,Dinophysis,sp.,Present,6,Net Tow,NA,NA,NA,
1070,SoundToxins,Sequim Bay,4/8/21 12:15,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,NA,
1071,SoundToxins,Liberty Bay,4/6/21 8:00,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1072,SoundToxins,Quartermaster Harbor - Dockton,4/5/21 11:15,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1073,SoundToxins,Budd Inlet- Port Plaza,4/3/21 9:10,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1074,SoundToxins,Sequim Bay,4/1/21 12:00,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1075,SoundToxins,Liberty Bay,3/30/21 7:52,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1076,SoundToxins,Quartermaster Harbor - Dockton,3/29/21 15:50,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1077,SoundToxins,Budd Inlet- Port Plaza,3/26/21 15:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,50,
1078,SoundToxins,Budd Inlet- Port Plaza,3/26/21 15:30,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,50,
1079,SoundToxins,Budd Inlet- Port Plaza,3/26/21 15:30,Dinoflagellate,Dinophysis,spp.,Present,12,Net Tow,NA,NA,NA,
1080,SoundToxins,Sequim Bay,3/25/21 9:45,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1081,SoundToxins,Quartermaster Harbor - Dockton,3/23/21 12:15,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1082,SoundToxins,Liberty Bay,3/23/21 8:00,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1083,SoundToxins,Sequim Bay,3/17/21 14:18,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1084,SoundToxins,Budd Inlet- Port Plaza,3/17/21 11:11,Dinoflagellate,Dinophysis,spp.,Present,89,Net Tow,NA,NA,NA,
1085,SoundToxins,Budd Inlet- Port Plaza,3/17/21 11:11,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,67,
1086,SoundToxins,Budd Inlet- Port Plaza,3/17/21 11:11,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,27,
1087,SoundToxins,Budd Inlet- Port Plaza,3/17/21 11:11,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,6,
1088,SoundToxins,Quartermaster Harbor - Dockton,3/16/21 16:30,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,100,
1089,SoundToxins,Quartermaster Harbor - Dockton,3/16/21 16:30,Dinoflagellate,Dinophysis,sp.,Present,1,Net Tow,NA,NA,NA,
1090,SoundToxins,Liberty Bay,3/16/21 8:03,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1091,SoundToxins,Budd Inlet- Port Plaza,3/12/21 15:45,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,100,
1092,SoundToxins,Budd Inlet- Port Plaza,3/12/21 15:45,Dinoflagellate,Dinophysis,sp.,Present,6,Net Tow,NA,NA,NA,
1093,SoundToxins,Sequim Bay,3/9/21 13:03,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1094,SoundToxins,Liberty Bay,3/9/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1095,SoundToxins,Quartermaster Harbor - Dockton,3/8/21 12:15,Dinoflagellate,Dinophysis,spp.,Present,1,Net Tow,NA,NA,NA,1 forti and 1 norvegica but due to net tow/meters towned the math says even less that 1!
1096,SoundToxins,Budd Inlet- Port Plaza,3/4/21 16:45,Dinoflagellate,Dinophysis,sp.,Present,6,Net Tow,NA,NA,NA,
1097,SoundToxins,Budd Inlet- Port Plaza,3/4/21 16:45,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,100,
1098,SoundToxins,Liberty Bay,3/2/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1099,SoundToxins,Quartermaster Harbor - Dockton,3/1/21 15:45,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1100,SoundToxins,Sequim Bay,3/1/21 13:13,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1101,SoundToxins,Budd Inlet- Port Plaza,2/26/21 15:30,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1102,SoundToxins,Sequim Bay,2/24/21 13:45,Dinoflagellate,Dinophysis,sp.,Present,NA,,NA,NA,NA,
1103,SoundToxins,Liberty Bay,2/24/21 8:10,Dinoflagellate,Dinophysis,acuminata,Present,8,Net Tow,NA,NA,NA,
1104,SoundToxins,Quartermaster Harbor - Dockton,2/23/21 12:30,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,NA,100%
1105,SoundToxins,Budd Inlet- Port Plaza,2/9/21 13:20,Dinoflagellate,Dinophysis,,,NA,,NA,NA,NA,
1106,SoundToxins,Sequim Bay,2/9/21 12:26,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1107,SoundToxins,Quartermaster Harbor - Dockton,2/8/21 12:30,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1108,SoundToxins,Sequim Bay,1/28/21 13:49,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1109,SoundToxins,Budd Inlet- Port Plaza,1/27/21 14:30,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,20,
1110,SoundToxins,Budd Inlet- Port Plaza,1/27/21 14:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,80,
1111,SoundToxins,Budd Inlet- Port Plaza,1/27/21 14:30,Dinoflagellate,Dinophysis,spp.,Present,60,Net Tow,NA,NA,NA,
1112,SoundToxins,Liberty Bay,1/26/21 8:07,Dinoflagellate,Dinophysis,acuminata,Present,57,Net Tow,NA,NA,NA,
1113,SoundToxins,Sequim Bay,1/19/21 10:51,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1114,SoundToxins,Quartermaster Harbor - Dockton,1/18/21 12:20,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1115,SoundToxins,Budd Inlet- Port Plaza,1/13/21 16:00,Dinoflagellate,Dinophysis,,,NA,,NA,NA,NA,
1116,SoundToxins,Liberty Bay,1/12/21 7:55,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1117,SoundToxins,Sequim Bay,1/5/21 12:30,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1118,SoundToxins,Quartermaster Harbor - Dockton,1/4/21 12:20,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1119,SoundToxins,Budd Inlet- Port Plaza,12/29/20 15:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,100,cells small
1120,SoundToxins,Budd Inlet- Port Plaza,12/29/20 15:30,Dinoflagellate,Dinophysis,sp.,Present,18,Net Tow,NA,NA,NA,
1121,SoundToxins,Liberty Bay,12/29/20 7:59,Dinoflagellate,Dinophysis,spp.,Present,4,Net Tow,NA,NA,NA,
1122,SoundToxins,Liberty Bay,12/29/20 7:59,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,50,
1123,SoundToxins,Liberty Bay,12/29/20 7:59,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,50,
1124,SoundToxins,Sequim Bay,12/17/20 10:48,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1125,SoundToxins,Liberty Bay,12/15/20 7:57,Dinoflagellate,Dinophysis,acuminata,Present,19,Net Tow,NA,NA,NA,
1126,SoundToxins,Budd Inlet- Port Plaza,12/14/20 15:00,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,8,
1127,SoundToxins,Budd Inlet- Port Plaza,12/14/20 15:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,56,
1128,SoundToxins,Budd Inlet- Port Plaza,12/14/20 15:00,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,16,
1129,SoundToxins,Budd Inlet- Port Plaza,12/14/20 15:00,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,20,
1130,SoundToxins,Budd Inlet- Port Plaza,12/14/20 15:00,Dinoflagellate,Dinophysis,spp.,Present,149,Net Tow,NA,NA,NA,
1131,SoundToxins,Quartermaster Harbor - Dockton,12/12/20 12:15,Dinoflagellate,Dinophysis,sp.,Present,2,Net Tow,NA,NA,NA,
1132,SoundToxins,Quartermaster Harbor - Dockton,12/12/20 12:15,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,100,
1133,SoundToxins,Quartermaster Harbor - Dockton,12/7/20 12:35,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1134,SoundToxins,Sequim Bay,12/1/20 15:48,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1135,SoundToxins,Budd Inlet- Port Plaza,12/1/20 14:45,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,2,
1136,SoundToxins,Budd Inlet- Port Plaza,12/1/20 14:45,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,2,
1137,SoundToxins,Budd Inlet- Port Plaza,12/1/20 14:45,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,95,
1138,SoundToxins,Budd Inlet- Port Plaza,12/1/20 14:45,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,1,
1139,SoundToxins,Budd Inlet- Port Plaza,12/1/20 14:45,Dinoflagellate,Dinophysis,spp.,Common,333,Net Tow,NA,NA,NA,"2,000 cells/L found in 10X WW- 100% D. acuminata."
1140,SoundToxins,Liberty Bay,12/1/20 7:56,Dinoflagellate,Dinophysis,,Absent,NA,,NA,NA,NA,
1141,SoundToxins,Quartermaster Harbor - Dockton,11/22/20 12:00,Dinoflagellate,Dinophysis,sp.,Present,1,Net Tow,NA,NA,NA,
1142,SoundToxins,Quartermaster Harbor - Dockton,11/22/20 12:00,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,100,
1143,SoundToxins,Budd Inlet- Port Plaza,11/18/20 15:35,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,87.5,
1144,SoundToxins,Budd Inlet- Port Plaza,11/18/20 15:35,Dinoflagellate,Dinophysis,spp.,Present,48,Net Tow,NA,NA,NA,
1145,SoundToxins,Budd Inlet- Port Plaza,11/18/20 15:35,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,12.5,
1146,SoundToxins,Sequim Bay,11/17/20 14:31,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1147,SoundToxins,Quartermaster Harbor - Dockton,11/15/20 14:50,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,66,
1148,SoundToxins,Quartermaster Harbor - Dockton,11/15/20 14:50,Dinoflagellate,Dinophysis,spp.,Present,3,Net Tow,NA,NA,NA,
1149,SoundToxins,Quartermaster Harbor - Dockton,11/15/20 14:50,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,33,
1150,SoundToxins,Quartermaster Harbor - Dockton,11/8/20 11:00,Dinoflagellate,Dinophysis,sp.,Present,1,Net Tow,NA,NA,NA,
1151,SoundToxins,Quartermaster Harbor - Dockton,11/8/20 11:00,Dinoflagellate,Dinophysis,parva,Present,NA,,NA,NA,100,
1152,SoundToxins,Budd Inlet- Port Plaza,11/4/20 16:30,Dinoflagellate,Dinophysis,spp.,Present,137,Net Tow,NA,NA,NA,
1153,SoundToxins,Budd Inlet- Port Plaza,11/4/20 16:30,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,4,
1154,SoundToxins,Budd Inlet- Port Plaza,11/4/20 16:30,Dinoflagellate,Dinophysis,acuta,,NA,,NA,NA,48,
1155,SoundToxins,Budd Inlet- Port Plaza,11/4/20 16:30,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,48,
1156,SoundToxins,Sequim Bay,11/4/20 13:40,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1157,SoundToxins,Liberty Bay,11/3/20 7:54,Dinoflagellate,Dinophysis,acuminata,Present,21,Net Tow,NA,NA,NA,
1158,SoundToxins,Quartermaster Harbor - Dockton,11/1/20 16:15,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,10,
1159,SoundToxins,Quartermaster Harbor - Dockton,11/1/20 16:15,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,10,
1160,SoundToxins,Quartermaster Harbor - Dockton,11/1/20 16:15,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,80,
1161,SoundToxins,Quartermaster Harbor - Dockton,11/1/20 16:15,Dinoflagellate,Dinophysis,spp.,Present,5,Net Tow,NA,NA,NA,
1162,SoundToxins,Budd Inlet- Port Plaza,10/27/20 14:00,Dinoflagellate,Dinophysis,spp.,Present,48,Net Tow,NA,NA,NA,"2,000 cells/L found in 10X WW sample: 100% were D. acuminata."
1163,SoundToxins,Budd Inlet- Port Plaza,10/27/20 14:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,38,
1164,SoundToxins,Budd Inlet- Port Plaza,10/27/20 14:00,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,50,
1165,SoundToxins,Budd Inlet- Port Plaza,10/27/20 14:00,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,12,
1166,SoundToxins,Sequim Bay,10/27/20 12:35,Dinoflagellate,Dinophysis,fortii,Present,NA,,NA,NA,100,
1167,SoundToxins,Sequim Bay,10/27/20 12:35,Dinoflagellate,Dinophysis,sp.,Present,12,Net Tow,NA,NA,NA,
1168,SoundToxins,Liberty Bay,10/27/20 8:00,Dinoflagellate,Dinophysis,acuminata,Present,12,Net Tow,NA,NA,NA,
1169,SoundToxins,Quartermaster Harbor - Dockton,10/25/20 12:20,Dinoflagellate,Dinophysis,spp.,Present,2,Net Tow,NA,NA,NA,
1170,SoundToxins,Quartermaster Harbor - Dockton,10/25/20 12:20,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,100,
1171,SoundToxins,Liberty Bay,10/20/20 8:01,Dinoflagellate,Dinophysis,acuminata,Present,68,Net Tow,NA,NA,NA,
1172,SoundToxins,Sequim Bay,10/19/20 10:37,Dinoflagellate,Dinophysis,norvegica,Present,NA,,NA,NA,50,
1173,SoundToxins,Sequim Bay,10/19/20 10:37,Dinoflagellate,Dinophysis,spp.,Present,12,Net Tow,NA,NA,NA,
1174,SoundToxins,Sequim Bay,10/19/20 10:37,Dinoflagellate,Dinophysis,fortii,Present,NA,,NA,NA,50,
1175,SoundToxins,Quartermaster Harbor - Dockton,10/18/20 16:45,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
1176,SoundToxins,Sequim Bay,10/13/20 11:45,Dinoflagellate,Dinophysis,sp.,Absent,NA,,NA,NA,NA,
1177,SoundToxins,Liberty Bay,10/13/20 7:56,Dinoflagellate,Dinophysis,acuminata,Present,51,Net Tow,NA,NA,NA,
1178,SoundToxins,Budd Inlet- Port Plaza,10/12/20 12:45,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,46,
1179,SoundToxins,Budd Inlet- Port Plaza,10/12/20 12:45,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,54,
1180,SoundToxins,Budd Inlet- Port Plaza,10/12/20 12:45,Dinoflagellate,Dinophysis,spp.,Present,77,Net Tow,NA,NA,NA,
1181,SoundToxins,Quartermaster Harbor - Dockton,10/11/20 14:30,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,50,
1182,SoundToxins,Quartermaster Harbor - Dockton,10/11/20 14:30,Dinoflagellate,Dinophysis,spp.,Present,2,Net Tow,NA,NA,NA,
1183,SoundToxins,Quartermaster Harbor - Dockton,10/11/20 14:30,Dinoflagellate,Dinophysis,acuta,,NA,,NA,NA,50,
1184,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,90,
1185,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,acuta,,NA,,NA,NA,1,
1186,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,7,
1187,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,1,
1188,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,1,
1189,SoundToxins,Liberty Bay,10/6/20 7:53,Dinoflagellate,Dinophysis,spp.,Present,788,Net Tow,NA,NA,NA,
1190,SoundToxins,Budd Inlet- Port Plaza,10/5/20 16:45,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,14,
1191,SoundToxins,Budd Inlet- Port Plaza,10/5/20 16:45,Dinoflagellate,Dinophysis,,Present,42,Net Tow,NA,NA,NA,
1192,SoundToxins,Budd Inlet- Port Plaza,10/5/20 16:45,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,86,
1193,SoundToxins,Sequim Bay,10/5/20 11:15,Dinoflagellate,Dinophysis,fortii,Present,NA,,NA,NA,83,
1194,SoundToxins,Sequim Bay,10/5/20 11:15,Dinoflagellate,Dinophysis,acuminata,Present,NA,,NA,NA,17,
1195,SoundToxins,Sequim Bay,10/5/20 11:15,Dinoflagellate,Dinophysis,spp.,Present,92,Net Tow,NA,NA,NA,
1196,SoundToxins,Quartermaster Harbor - Dockton,10/4/20 16:40,Dinoflagellate,Dinophysis,sp.,Present,5,Net Tow,NA,NA,NA,
1197,SoundToxins,Quartermaster Harbor - Dockton,10/4/20 16:40,Dinoflagellate,Dinophysis,fortii,Present,NA,,NA,NA,100,
1198,SoundToxins,Sequim Bay,9/29/20 14:00,Dinoflagellate,Dinophysis,sp.,Present,51,Net Tow,NA,NA,NA,
1199,SoundToxins,Sequim Bay,9/29/20 14:00,Dinoflagellate,Dinophysis,fortii,Present,NA,,NA,NA,100,
1200,SoundToxins,Liberty Bay,9/29/20 7:55,Dinoflagellate,Dinophysis,rotundata,,NA,,NA,NA,1,
1201,SoundToxins,Liberty Bay,9/29/20 7:55,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,1,
1202,SoundToxins,Liberty Bay,9/29/20 7:55,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,11,
1203,SoundToxins,Liberty Bay,9/29/20 7:55,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,81,
1204,SoundToxins,Liberty Bay,9/29/20 7:55,Dinoflagellate,Dinophysis,spp.,Present,1438,Net Tow,NA,NA,NA,92 or 6% of the dinophysis could not be identified because of their position on the slide. Database will not allow me to enter these under this breakdown as it wants species id'ed
1205,SoundToxins,Budd Inlet- Port Plaza,9/28/20 13:00,Dinoflagellate,Dinophysis,fortii,,NA,,NA,NA,61,
1206,SoundToxins,Budd Inlet- Port Plaza,9/28/20 13:00,Dinoflagellate,Dinophysis,parva,,NA,,NA,NA,2,
1207,SoundToxins,Budd Inlet- Port Plaza,9/28/20 13:00,Dinoflagellate,Dinophysis,odiosa,,NA,,NA,NA,1,
1208,SoundToxins,Budd Inlet- Port Plaza,9/28/20 13:00,Dinoflagellate,Dinophysis,acuminata,,NA,,NA,NA,36,
1209,SoundToxins,Budd Inlet- Port Plaza,9/28/20 13:00,Dinoflagellate,Dinophysis,spp.,Common,1310,Net Tow,NA,NA,NA,
1210,SoundToxins,Quartermaster Harbor - Dockton,9/27/20 16:15,Dinoflagellate,Dinophysis,spp.,Absent,NA,,NA,NA,NA,
