Date,IFCB,Station Number,Distance from 36,Calculated Chlorophyll,Calculated Oxygen,Optical Backscatter,Calculated SPM,Salinity,Temperature,Nitrite,Nitrate + Nitrite,Ammonium,Phosphate,Silicate,Measured Extinction Coefficient
7/15/14,,32,8.15,4,6,1.93,87,32.01,21.79,1.2,22,4.6,8.8,85,4.12
7/15/14,,31,10.61,4.2,5.9,1.94,87,32.04,21.82,,,,,,4.09
7/15/14,,30,14.75,4.7,6,3.19,152,31.99,21.81,1.3,23.3,4.5,8.3,99,6.91
7/15/14,,29,20.25,4.8,6,3.18,152,31.96,21.7,,,,,,3.81
7/15/14,,28,23.57,4.3,6.1,3.25,156,31.91,21.56,,,,,,6.3
7/15/14,,27,26.19,4.1,6,2.3,106,31.91,21.65,1.7,23.8,4.7,7.7,54,4.17
7/15/14,,26,28.76,4.8,6.2,4.29,211,31.82,21.34,,,,,,6.9
7/15/14,,25,32.84,6.8,6.2,6.78,341,31.78,21.05,,,,,,
7/15/14,,24,37.09,4.4,6.5,2.13,97,31.73,20.35,2.3,27.4,3.9,5.8,71,4.92
7/15/14,,23,39.66,4.7,6.5,2.39,111,31.73,20.13,,,,,,5.59
7/15/14,,22,43.92,4.1,6.5,1.34,56,31.76,19.47,,,,,,3.6
7/15/14,,21,46.63,4.5,6.5,1.82,81,31.7,19.77,2.4,24.6,8.9,5,64,4.5
7/15/14,,20,51.45,4,6.8,0.94,35,31.71,18.61,,,,,,2.38
7/15/14,,18,54.95,4.1,7.1,1.31,54,31.98,17.05,1.1,13.6,6.6,2.7,40,2.46
7/15/14,,17,58.89,3.2,6.9,0.96,36,30.61,18.18,,,,,,2.23
7/15/14,,16,63.08,3.2,7,1.42,60,28.66,19.02,,,,,,3.01
7/15/14,,15,69.99,3.6,7,1.4,59,26.95,19.91,1.3,31.1,6,4.4,76,3.27
7/15/14,,14,74.43,3.2,7,1.49,63,27.45,19.55,,,,,,3.2
7/15/14,,13,78.54,3,7,1.86,83,25.69,20.05,1.3,31.8,8,4.1,77,3.58
7/15/14,,12,84.45,2.7,7,1.43,60,23.78,20.26,,,,,,3.37
7/15/14,,11,89.77,2.6,7.2,1.26,51,21.38,20.41,,,,,,3.14
7/15/14,,10,93.6,2.9,7.4,1.84,82,18.27,20.28,,,,,,5.26
7/15/14,,9,96.79,3,7.6,1.61,69,16.6,20.44,1.1,39.6,5.6,4.3,88,3.91
7/15/14,,7,104.98,2.9,7.7,1.32,54,13.09,20.97,,,,,,2.83
7/15/14,,6,110.9,2.8,7.8,1.1,43,9.12,21.49,0.8,36.9,2.9,3.9,154,3.22
7/15/14,,5,115.63,2.7,7.9,1.05,40,6.89,21.46,,,,,,3.26
7/15/14,,3,125.32,2.5,8,0.86,30,4.06,21.61,0.7,32.1,3,3.4,123,2
7/15/14,,2,127.71,2.5,8,0.85,30,3.29,22.12,,,,,,1.94
7/15/14,,649,132.94,2.5,8.1,1.04,40,1.88,22.08,0.6,31.3,2.3,3.2,78,2.55
7/15/14,,657,147.25,2.7,7.4,0.57,15,0.08,23.97,1.6,24.3,12,2.6,148,1.27
8/4/14,,36,0,4.1,6,0.94,39,32.46,22.59,2.2,25.7,11.4,14.6,161,
8/4/14,,35,1.66,5.4,6.2,0.8,33,32.83,22.57,,,,,,1.94
8/4/14,,34,3.53,5.3,6.2,0.59,23,32.91,22.52,,,,,,1.65
8/4/14,,33,6.81,5.5,6.2,0.55,21,33,22.59,,,,,,1.54
8/4/14,,32,8.15,7.6,6.5,0.58,22,32.94,22.55,0.5,7.6,1.1,8.7,132,1.64
8/4/14,,31,10.61,7.1,6.5,0.59,22,32.89,22.61,,,,,,1.69
8/4/14,,30,14.75,5.2,6.5,0.53,19,32.68,22.32,1.2,17.6,1.7,8.4,124,1.53
8/4/14,,29.5,17.56,4.4,6.3,0.63,24,32.65,22.43,,,,,,1.68
8/4/14,,29,20.25,4.1,6.3,0.64,25,32.6,22.41,,,,,,1.74
8/4/14,,28,23.57,3.7,6.3,0.64,25,32.57,22.36,,,,,,1.67
8/4/14,,27,26.19,4,6.4,0.72,29,32.53,22.21,2,23.6,2.9,8.4,117,1.98
8/4/14,,26,28.76,4.2,6.4,0.77,31,32.33,21.78,,,,,,2.01
8/4/14,,25,32.84,4,6.5,0.74,30,32.23,21.74,,,,,,1.94
8/4/14,,24,37.09,3.4,6.3,0.7,28,32.06,21.55,4.7,29.7,2.6,6.2,86,1.93
8/4/14,,23,39.66,3.9,6.4,0.61,23,31.96,21.19,,,,,,1.67
8/4/14,,22,43.92,6.6,6.8,0.4,13,31.89,20.26,,,,,,1.13
8/4/14,,21,46.63,6.8,7.1,0.28,8,31.84,19.7,1.6,14.9,6.9,3,48,0.81
8/4/14,,20,51.45,6.9,7.1,0.24,6,31.87,19.21,,,,,,0.67
8/4/14,,18,54.95,7.5,7.3,0.23,5,31.77,18.88,1.1,12.1,5.1,2.5,41,0.61
8/12/14,,34,3.53,4.4,4.7,5.15,232,32.24,21.93,3.02,28.77,13.64,15.43,184.74,
8/12/14,,33,6.81,3.5,5.9,2.06,93,32.71,22.4,,,,,,
8/12/14,,32,8.15,3.8,5.9,1.87,84,32.78,22.4,1.98,20.35,6.35,11.69,152.62,
8/12/14,,31,10.61,3.4,5.9,1.88,85,32.8,22.38,,,,,,4.01
8/12/14,,30,14.75,4.3,6.1,1.4,63,32.88,22.34,1.79,18.85,4.07,9.43,140.14,3.23
8/12/14,,29,20.25,4.9,6,2.22,100,32.9,22.43,,,,,,4.76
8/12/14,,28,23.57,3.7,6.1,1.82,82,32.84,22.21,,,,,,3.93
8/12/14,,27,26.19,3.9,6.1,1.89,85,32.81,22.08,1.95,19.99,3.64,7.1,146.13,4.25
8/12/14,,26,28.76,4.5,6,2.64,119,32.73,22.15,,,,,,5.56
8/12/14,,25,32.84,5.3,6.1,4.14,186,32.66,21.83,,,,,,
8/12/14,,24,37.09,4.7,6.3,1.9,85,32.28,21.19,5.23,29.63,2.14,6.72,105.68,3.87
8/12/14,,23,39.66,4.1,6.4,1.57,71,32.28,21.13,,,,,,3.09
8/12/14,,22,43.92,6,6.5,0.78,35,32.07,20.63,,,,,,2.09
8/12/14,,21,46.63,6.4,6.7,0.52,23,31.99,20.33,5.27,22.92,3.28,4.68,73.23,1.42
8/12/14,,20,51.45,5.8,6.8,0.51,14,31.76,19.32,,,,,,1.36
8/12/14,,18,54.95,5.4,7,0.34,6,31.77,18.84,1.71,13.71,5,2.57,48.43,0.96
8/12/14,,17,58.89,4.6,6.9,0.6,19,31.38,18.39,,,,,,1.44
8/12/14,,16,63.08,3.8,7,0.53,15,28.89,19.54,,,,,,1.44
8/12/14,,15,69.99,3.5,7,1.17,48,28.05,19.7,1.26,21.56,4.5,3.78,81.55,2.61
8/12/14,,14,74.43,3.5,7.1,0.87,33,26.68,20.04,,,,,,2.23
8/12/14,,13,78.54,3.1,7.1,0.7,24,26.61,20.11,1.49,24.56,4.28,3.97,93.87,2.14
8/12/14,,12,84.45,2.3,7.1,0.66,22,23.69,20.51,,,,,,1.98
8/12/14,,11,89.77,2.1,7.1,0.7,24,22.15,20.46,,,,,,1.98
8/12/14,,10,93.6,2.2,7.4,0.94,36,18.37,20.5,,,,,,2.5
8/12/14,,9,96.79,2.4,7.5,0.9,34,16.96,20.57,2.73,37.98,4.5,4.39,148.46,2.25
8/12/14,,7,104.98,2.8,7.8,0.71,24,13.52,21.03,,,,,,1.95
8/12/14,,6,110.9,2.5,7.8,1.05,42,10.78,21.25,3.42,36.55,2.43,4.16,174.75,2.57
8/12/14,,5,115.63,2.5,8,0.83,31,7.34,21.45,,,,,,2.12
8/12/14,,3,125.32,2.4,8,0.69,23,4.27,21.68,2.51,25.35,2.14,4.49,186.4,1.83
8/12/14,,2,127.71,2.6,8.1,0.55,16,3.43,21.74,,,,,,1.62
8/12/14,,649,132.94,2.6,8.2,0.65,22,2.15,22.03,1.28,25.77,2,3.75,219.69,1.78
8/12/14,,657,147.25,2.9,7.6,0.6,19,0.09,23.05,1.98,23.85,10.64,2.44,277.94,1.3
9/3/14,,36,0,4.1,6.2,0.78,24,33.23,22.81,3.12,18.63,2.21,9.85,146.13,1.87
9/3/14,,35,1.66,4.1,6.5,0.62,19,33.42,22.74,,,,,,1.63
9/3/14,,34,3.53,4.4,6.5,0.46,13,33.44,22.65,,,,,,1.43
9/3/14,,33,6.81,4.6,6.6,0.39,11,33.45,22.59,,,,,,1.21
9/3/14,,32,8.15,5.6,6.8,0.35,10,33.33,22.31,5.1,23.63,0.93,8.56,134.48,1.14
9/3/14,,31,10.61,4.6,6.7,0.39,11,33.4,22.62,,,,,,1.18
9/3/14,,30,14.75,5.3,6.7,0.33,9,33.26,22.4,7.57,25.2,0.43,6.04,92.2,1.07
9/3/14,,29.5,17.56,5.9,6.6,0.34,9,33.17,22.41,,,,,,1.11
9/3/14,,29,20.25,4.3,6.6,0.38,11,33.13,22.28,,,,,,1.12
9/3/14,,28,23.57,4.8,6.7,0.4,11,33.07,22.04,,,,,,1.2
9/3/14,,27,26.19,4.7,6.6,0.37,11,33.05,21.97,3.76,14.99,1.93,2.81,42.94,1.13
9/3/14,,26,28.76,7.3,6.8,0.35,10,32.89,21.67,,,,,,1.11
9/3/14,,25,32.84,4.7,6.8,0.35,10,32.61,21.58,,,,,,1.12
9/3/14,,24,37.09,6.8,7.2,0.28,8,32.38,21.51,2.15,11.85,3.93,2.35,42.11,1.07
9/3/14,,23,39.66,,7.5,0.23,6,32.12,21.05,,,,,,0.78
9/3/14,,22,43.92,7.4,7.4,0.18,4,31.93,20.22,,,,,,0.58
9/3/14,,21,46.63,8.1,7.7,0.18,4,31.86,20.11,3.03,33.63,4.07,4.58,154.78,0.44
9/3/14,,20,51.45,7.4,7.3,0.18,4,31.8,19.52,,,,,,0.52
9/3/14,,18,54.95,6.6,7.6,0.19,5,31.75,19.67,2.79,27.63,3.36,3.94,189.73,0.54
9/16/14,,36,0,3.7,5.9,2,86,32.87,21.97,2.51,32.63,9.28,13.3,179.75,
9/16/14,,35,1.66,3.5,6.1,1.1,47,33.13,21.78,,,,,,
9/16/14,,34,3.53,3.8,6.4,0.98,41,33.47,21.72,,,,,,
9/16/14,,33,6.81,4.5,6.4,0.56,23,33.52,21.67,,,,,,
9/16/14,,32,8.15,4.5,6.5,0.64,26,33.45,21.57,2.97,20.42,2.64,10.49,147.79,
9/16/14,,31,10.61,3.5,6.3,0.56,23,33.53,21.79,,,,,,1.67
9/16/14,,30,14.75,3.8,6.3,0.59,24,33.36,21.55,3.51,21.06,5.64,10.2,146.79,1.58
9/16/14,,29,20.25,3.7,6.2,0.66,27,33.24,21.5,,,,,,1.69
9/16/14,,28,23.57,4.6,6.4,0.61,25,33.18,21.39,,,,,,1.66
9/16/14,,27,26.19,4.6,6.5,0.67,28,33.06,21.15,5.11,24.63,1.64,8.75,128.65,1.64
9/16/14,,26,28.76,4.6,6.6,0.56,23,32.8,20.91,,,,,,1.5
9/16/14,,25,32.84,5,6.7,0.37,15,32.61,21.06,,,,,,1.12
9/16/14,,24,37.09,6.3,6.7,0.32,13,32.27,20.54,4.13,20.06,2.64,4.39,75.23,1.01
9/16/14,,23,39.66,4.8,6.9,0.27,10,32.03,19.89,,,,,,0.78
9/16/14,,22,43.92,4.6,6.9,0.21,8,31.85,19.39,,,,,,0.56
9/16/14,,21,46.63,6,7,0.21,8,31.87,19.34,1.71,11.99,5.35,2.72,42.94,0.54
9/16/14,,20,51.45,5.8,7,0.21,8,31.81,19.16,,,,,,0.48
9/16/14,,18,54.95,5,7.1,0.18,6,32.32,18.39,1.41,10.57,3.57,2.39,38.95,0.56
9/16/14,,17,58.89,5.1,7.4,0.17,6,31.86,19.07,,,,,,0.27
9/16/14,,16,63.08,9.2,7.5,0.21,7,31.19,19.32,,,,,,0.68
9/16/14,,15,69.99,4.6,7,0.26,8,29.44,20.1,1.18,17.56,2.07,3.29,72.23,0.53
9/16/14,,14,74.43,5.7,7.1,0.26,8,29.36,20.23,,,,,,0.59
9/16/14,,13,78.54,3.4,7.3,0.25,8,28.28,21.36,1.34,19.56,2,3.45,80.39,0.58
9/16/14,,12,84.45,8.1,7.1,0.56,15,26.11,20.68,,,,,,1.13
9/16/14,,11,89.77,3,7.1,0.48,13,24.23,20.76,,,,,,0.91
9/16/14,,10,93.6,2.1,7.2,0.32,10,22.31,20.62,,,,,,0.82
9/16/14,,9,96.79,2,7.5,0.35,10,19.18,21.09,2.24,33.06,4.43,4.13,123.99,1.16
9/16/14,,7,104.98,3.2,7.7,0.4,11,16.11,20.98,,,,,,1.13
9/16/14,,6,110.9,3,8,0.51,13,12.71,20.59,1.96,23.42,3.64,12.24,171.43,1.36
9/16/14,,5,115.63,2.4,8.1,0.42,12,10.43,20.76,,,,,,1.27
9/16/14,,3,125.32,3,8.2,0.52,14,6.19,21.08,1.74,16.21,0.93,9.75,151.62,1.25
9/16/14,,2,127.71,4,8.5,0.5,13,5.13,21.67,,,,,,1.49
9/16/14,,649,132.94,3.2,8.4,0.66,17,2.99,20.9,1.53,25.77,2.28,3.81,229.68,1.71
9/16/14,,657,147.25,3.9,7.8,0.43,12,0.11,22.67,2.75,25.99,10.07,2.7,307.9,1.13
10/15/14,,36,0,4.1,6.4,1.08,27,32.45,20.52,4.32,33.48,2.21,14.53,159.94,
10/15/14,,35,1.66,4.1,6.4,0.91,24,32.75,20.53,,,,,,
10/15/14,,34,3.53,3.6,6.4,0.81,22,33.06,20.64,,,,,,
10/15/14,,33,6.81,3.4,6.4,0.57,17,33.27,20.59,,,,,,
10/15/14,,32,8.15,3.2,6.4,0.52,16,33.25,20.67,4.18,23.27,2.36,8.88,141.63,
10/15/14,,31,10.61,3,6.3,0.54,17,33.24,20.71,,,,,,
10/15/14,,30,14.75,2.8,6.3,0.45,15,33.13,20.64,7.78,25.7,2.71,8.88,137.14,1.28
10/15/14,,29,20.25,2.8,6.5,0.53,17,32.96,20.29,,,,,,1.39
10/15/14,,28,23.57,2.9,6.6,0.46,15,32.96,20.38,,,,,,1.29
10/15/14,,27,26.19,2.9,6.6,0.41,14,32.9,20.36,6.73,24.7,0.5,7.59,113.67,1.11
10/15/14,,26,28.76,2.7,6.5,0.51,16,32.62,20.27,,,,,,1.35
10/15/14,,25,32.84,2.6,6.5,0.47,15,32.35,19.94,,,,,,1.26
10/15/14,,24,37.09,3.8,6.6,0.44,15,31.96,19.08,4.24,17.21,3.43,3.62,55.42,1.15
10/15/14,,23,39.66,4.7,6.7,0.37,14,31.85,18.63,,,,,,
10/15/14,,22,43.92,4.1,6.8,0.29,12,31.89,17.81,2.46,12.85,4.28,2.97,40.28,0.74
10/15/14,,21,46.63,3.9,6.9,0.26,12,31.8,17.9,,,,,,0.73
10/15/14,,20,51.45,4.1,6.9,0.28,12,31.77,17.98,,,,,,0.75
10/15/14,,18,54.95,4.1,6.9,0.24,6,31.93,17.31,1.96,11.71,4,2.57,36.78,0.58
10/15/14,,17,58.89,4.7,7,0.25,6,31.78,17.46,,,,,,0.64
10/15/14,,16,63.08,3.9,6.9,0.25,6,31.69,17.41,,,,,,0.68
10/15/14,,15,69.99,4.7,7.2,0.37,11,29.37,18.61,1.61,15.71,2.93,3.39,65.24,1.04
10/15/14,,14,74.43,4.3,7.1,0.34,10,29.36,18.72,,,,,,0.89
10/15/14,,13,78.54,4.9,7.4,0.34,10,27.63,19.21,1.85,20.28,2.93,3.62,83.72,0.93
10/15/14,,12,84.45,6.2,7.2,0.56,18,26.61,18.93,,,,,,1.66
10/15/14,,11,89.77,2.1,7.2,0.62,20,24.41,19.64,,,,,,1.59
10/15/14,,10,93.6,2.4,7.1,0.34,10,23.32,19.67,,,,,,1.04
10/15/14,,9,96.79,2.8,7.3,0.3,8,22.45,19.76,3.03,28.13,4.07,3.71,111.84,0.89
10/15/14,,7,104.98,3.1,7.5,0.36,11,19.29,19.74,,,,,,1.05
10/15/14,,6,110.9,3.4,7.9,0.35,10,14.36,19.75,4.93,34.48,1.71,3.81,156.45,1.14
10/15/14,,5,115.63,4.7,7.9,0.34,10,11.41,19.91,,,,,,1.1
10/15/14,,3,125.32,2.9,8,0.41,13,8.34,20.03,4.39,32.7,1.78,3.45,194.73,1.18
10/15/14,,2,127.71,4.4,8.3,0.36,11,7.25,20.29,,,,,,1.08
10/15/14,,649,132.94,2.8,8.1,0.41,12,4.94,19.98,4.31,30.41,2.21,5.1,218.03,1.17
10/15/14,,653,141.42,2.8,8.2,0.64,,1.5,20.28,,,,,,1.47
10/15/14,,657,147.25,2.6,7.8,0.55,,0.18,20.45,3.24,35.55,14.49,3.81,289.59,1.35
11/3/14,,36,0,2.9,6.9,1.53,65,31.98,17.1,5.7,39.84,3.36,12.75,150.79,2.96
11/3/14,,35,1.66,2.8,6.8,1.55,65,32.52,17.44,,,,,,3.16
11/3/14,,34,3.53,2.9,6.8,1.21,50,32.67,17.42,,,,,,2.29
11/3/14,,33,6.81,2.5,6.7,1.1,46,32.9,17.84,,,,,,2.32
11/3/14,,32,8.15,2.4,6.6,0.89,36,32.9,17.86,6.94,28.7,1.07,10.46,134.98,2.4
11/3/14,,31,10.61,2.3,6.6,1,41,32.93,17.98,,,,,,2.34
11/3/14,,30,14.75,2.1,6.5,0.73,30,32.97,18.21,9.64,29.49,1.86,8.78,130.82,1.94
11/3/14,,29.5,17.56,2.2,6.6,1.01,42,32.89,18.06,,,,,,2.39
11/3/14,,29,20.25,2.3,6.7,0.87,36,32.77,17.93,,,,,,1.99
11/3/14,,28,23.57,2.3,6.8,0.51,20,32.75,18.05,,,,,,1.41
11/3/14,,27,26.19,3.7,6.9,0.43,16,32.7,18.07,8.21,25.42,0.36,7.23,105.52,1.28
11/3/14,,26,28.76,3.4,6.8,0.4,15,32.41,18,,,,,,1.19
11/3/14,,25,32.84,2.9,6.8,0.4,15,32,17.81,,,,,,1.17
11/3/14,,24,37.09,2.8,6.7,0.34,12,31.71,17.82,4.74,19.28,4.21,4.07,61.75,1
11/3/14,,23,39.66,2.7,6.8,0.29,10,31.49,17.5,,,,,,1.12
11/3/14,,22,43.92,2.4,6.9,0.43,16,31.47,17.19,3.3,16.21,5.71,3.06,45.77,1.08
11/3/14,,21,46.63,2.4,6.9,0.45,17,31.34,17.13,,,,,,1.2
11/3/14,,20,51.45,2.3,7,0.39,15,31.56,16.91,,,,,,0.98
11/3/14,,18,54.95,2.5,7.1,0.31,11,31.82,16.83,2.22,11.64,4.78,2.61,36.28,0.75
11/18/14,,36,0,3.5,6.9,1.44,64,30.22,15.4,5.53,59.4,4.43,17.11,164.44,
11/18/14,,35,1.66,3.2,6.9,0.93,40,31.04,15.86,,,,,,
11/18/14,,34,3.53,3.1,6.9,1.05,45,31.65,16.16,,,,,,
11/18/14,,33,6.81,2.9,6.7,0.85,36,32.23,16.62,,,,,,
11/18/14,,32,8.15,2.8,6.7,0.75,31,32.35,16.64,8.57,28.27,0.64,10.62,138.64,
11/18/14,,31,10.61,2.7,6.6,0.98,42,32.5,16.81,,,,,,
11/18/14,,30,14.75,2.5,6.5,0.85,36,32.57,17.04,8.92,30.7,0.43,9.23,126.49,2.08
11/18/14,,29,20.25,2.3,6.8,1.11,48,32.48,16.71,,,,,,2.6
11/18/14,,28,23.57,2.3,6.9,0.69,28,32.46,16.65,,,,,,1.64
11/18/14,,27,26.19,2.3,7,0.53,21,32.38,16.61,7.43,24.42,0.29,6.81,103.19,1.33
11/18/14,,26,28.76,2.2,6.8,0.52,20,31.97,16.6,,,,,,1.37
11/18/14,,25,32.84,2.1,6.8,0.46,18,31.57,16.49,,,,,,1.17
11/18/14,,24,37.09,2,6.8,0.51,20,31.21,16.41,5.55,19.13,5.07,4.55,66.07,1.26
11/18/14,,23,39.66,1.9,6.8,0.36,13,30.84,16.18,,,,,,1.02
11/18/14,,22,43.92,2,7,0.27,9,30.95,15.74,3.12,14.06,3.71,2.96,48.27,0.75
11/18/14,,21,46.63,2,7,0.29,10,30.56,15.78,,,,,,0.8
11/18/14,,20,51.45,1.9,6.9,0.29,10,31.28,15.64,,,,,,0.77
11/18/14,,18,54.95,1.9,7,0.24,7,31.58,15.4,2.93,13.28,3.21,2.61,44.6,0.6
11/18/14,,17,58.89,1.8,7.1,0.21,6,31.27,15.44,,,,,,0.54
11/18/14,,16,63.08,1.7,7,0.21,6,31.06,15.63,,,,,,0.67
11/18/14,,15,69.99,2,7.4,0.45,12,28.53,15.5,2.43,18.63,4.21,3.33,70.57,1.22
11/18/14,,14,74.43,1.9,7.5,0.26,7,28.82,15.65,,,,,,0.93
11/18/14,,13,78.54,1.9,7.5,0.3,8,28.19,15.69,2.92,18.63,3.43,3.23,70.23,0.84
11/18/14,,12,84.45,1.8,7.7,0.62,16,25.63,15.46,,,,,,1.62
11/18/14,,11,89.77,1.9,7.7,0.58,15,24.09,15.54,,,,,,1.47
11/18/14,,10,93.6,2.1,7.9,0.41,11,21.84,15.61,,,,,,0.96
11/18/14,,9,96.79,1.7,7.8,0.42,11,21.5,15.65,2.77,27.49,5.64,3.62,119.5,1.02
11/18/14,,7,104.98,2,8,0.59,15,17.8,15.74,,,,,,1.17
11/18/14,,6,110.9,1.9,8.5,0.63,16,12.5,15.41,2.9,34.2,6.07,3.75,173.09,1.35
11/18/14,,5,115.63,1.8,8.3,0.53,14,12.34,15.62,,,,,,1.22
11/18/14,,3,125.32,1.8,8.5,0.52,14,7.52,15.87,2.31,37.77,6.28,3.71,209.71,
11/18/14,,2,127.71,1.8,8.3,0.63,16,6.01,15.91,,,,,,
11/18/14,,649,132.94,1.9,8.4,0.64,17,3.11,15.76,1.85,38.62,11.14,3.78,256.31,
11/18/14,,653,141.42,2.2,8.6,1.24,31,0.53,15.23,,,,,,
11/18/14,,657,147.25,1.7,8.5,0.49,13,0.09,14.98,2.88,38.2,29.34,3.26,322.88,
12/10/14,,657,147.25,,7.3,2.1,61,0.09,13.81,1.19,34.98,13.14,2.48,321.22,
12/10/14,,653,141.42,,7.2,2.65,76,0.08,13.81,,,,,,
12/10/14,,649,132.94,1.7,7.7,1.86,54,1.27,14.15,1.61,39.62,14.06,2.76,324.54,
12/10/14,,2,127.71,1.3,8,1.11,34,2.56,14.25,,,,,,
12/10/14,,3,125.32,1.2,8.2,1.07,33,3.57,14.3,1.53,42.77,13.64,2.75,283.83,
12/10/14,,5,115.63,1.2,8.3,0.85,27,6.61,14.38,,,,,,
12/10/14,,6,110.9,1.3,8.3,0.73,23,9.57,14.52,1.96,39.77,9.42,2.66,213.03,
12/10/14,,7,104.98,1.2,8.2,0.61,20,12.39,14.6,,,,,,1.57
12/10/14,,9,96.79,1.1,8,0.6,20,15.13,14.74,2.14,36.41,7.85,3.29,157.78,1.55
12/10/14,,10,93.6,1.1,7.9,0.57,19,15.91,14.73,,,,,,1.38
12/10/14,,11,89.77,1.7,7.9,0.44,16,18.67,14.79,,,,,,1.18
12/10/14,,12,84.45,1.7,7.8,0.55,19,21.17,14.91,,,,,,1.41
12/10/14,,13,78.54,1.9,7.7,0.42,15,23.88,14.98,2.36,28.27,5.78,3.23,96.36,1.11
12/10/14,,14,74.43,1.8,7.6,0.39,14,25.4,15.05,,,,,,1.02
12/10/14,,15,69.99,2.1,7.6,0.58,19,25.46,15.05,1.86,27.7,5.43,3.33,93.7,1.51
12/10/14,,16,63.08,1.8,7.5,0.35,13,27.06,15.12,,,,,,0.97
12/10/14,,17,58.89,1.6,7.4,0.3,12,28.87,15.18,,,,,,0.79
12/10/14,,18,54.95,1.7,7.4,0.26,8,30.02,15.27,2.69,17.49,5.57,2.74,45.27,0.65
12/10/14,,20,51.45,1.6,7.4,0.25,8,30.25,15.28,,,,,,0.69
12/10/14,,21,46.63,1.5,7.3,0.35,12,30.15,15.3,,,,,,0.9
12/10/14,,22,43.92,1.4,7.4,0.31,10,30.24,15.33,2.93,18.63,5.21,2.89,46.6,0.8
12/10/14,,24,37.09,1.7,7.2,0.4,14,30.02,15.47,3.48,24.42,5.85,3.81,60.08,1.04
12/10/14,,27,26.19,3,7.2,0.33,12,31,15.72,5.07,35.2,4.85,6.17,85.21,0.95
12/10/14,,30,14.75,2,6.9,0.66,25,30.84,15.73,6.48,43.41,4.21,7.1,99.03,1.52
12/10/14,,32,8.15,2.8,6.9,0.48,18,30.13,15.87,6.08,50.62,4.14,7.59,110.84,1.35
12/10/14,,34,3.53,2.9,6.7,0.83,32,29.62,15.89,,,,,,1.96
12/10/14,,35,1.66,3.3,6.8,0.71,27,29.07,15.98,,,,,,1.88
12/10/14,,36,0,3.2,6.7,0.96,38,28.93,15.91,4.95,64.33,5.64,9.1,121.66,2.34
1/14/15,,36,0,3.7,8,0.48,17,24.6,10.98,2.37,71.39,11.49,7.33,121.33,1.43
1/14/15,,35,1.66,3.7,8,0.48,17,24.84,11.02,,,,,,1.49
1/14/15,,34,3.53,3.2,8,0.48,17,25.27,11.11,,,,,,1.55
1/14/15,,33,6.81,2.8,8,0.49,17,25.49,11.18,,,,,,1.47
1/14/15,,32,8.15,3.1,8,0.35,11,25.49,11.16,2.04,56.9,11.64,6.55,115.67,1.4
1/14/15,,31,10.61,2.8,7.9,0.37,12,25.71,11.16,,,,,,1.15
1/14/15,,30,14.75,2.4,8.1,0.31,9,25.77,11.2,2.52,51.55,16.63,6.39,109.51,1.13
1/14/15,,29.5,17.56,2.3,8,0.36,12,25.76,11.2,,,,,,1.22
1/14/15,,29,20.25,2,7.9,0.36,12,25.73,11.22,,,,,,1.19
1/14/15,,28,23.57,2,7.9,0.28,8,25.7,11.34,,,,,,1.06
1/14/15,,27,26.19,2.2,8.1,0.35,11,25.76,11.33,2.01,41.41,10.85,5.42,105.52,1.17
1/14/15,,26,28.76,2,8.2,0.4,13,25.79,11.26,,,,,,1.23
1/14/15,,25,32.84,2,8,0.44,15,25.87,11.49,,,,,,1.23
1/14/15,,24,37.09,1.7,7.9,0.34,11,26.2,12.01,1.61,30.77,10.28,3.91,89.04,1.16
1/14/15,,23,39.66,1.6,7.8,0.38,12,26.45,12.23,,,,,,1.03
1/14/15,,22,43.92,3.2,8.2,0.18,4,26.25,12.16,0.95,17.63,7.35,2.32,71.07,0.74
1/14/15,,21,46.63,4.2,8.1,0.19,5,26.27,12.14,,,,,,0.97
1/14/15,,20,51.45,2.7,8.1,0.18,4,26.29,12.39,,,,,,0.71
1/14/15,,18,54.95,3.2,8.1,0.22,6,25.99,12.35,0.93,20.2,5.14,2.17,78.89,0.71
1/22/15,,657,147.25,0.9,9,,,0.13,10.82,1.39,44.76,27.49,3.75,362.82,
1/22/15,,649,132.94,0.6,9.1,,,2.38,10.1,1.34,46.83,13.21,2.83,332.87,
1/22/15,,2,127.71,0.8,9.1,,,4.57,10.31,,,,,,
1/22/15,,3,125.32,0.8,9.1,,,5.32,10.25,1.19,44.91,13.07,2.84,292.92,
1/22/15,,5,115.63,1,9,,,7.84,10.55,,,,,,
1/22/15,,6,110.9,1,9,,,9.05,10.68,1.23,41.62,10.99,2.99,252.98,
1/22/15,,7,104.98,1.1,8.8,,,11.39,11.14,,,,,,2.56
1/22/15,,9,96.79,1.4,8.7,,,14.33,11.51,1.14,35.63,9.57,2.78,191.4,2.59
1/22/15,,10,93.6,1.5,8.6,,,15.8,11.69,,,,,,2.79
1/22/15,,11,89.77,1.5,8.4,,,17.41,11.82,,,,,,2.89
1/22/15,,12,84.45,1.7,8.3,,,19.43,12.01,,,,,,2.08
1/22/15,,13,78.54,1.9,8.2,,,22.69,12.28,0.94,26.13,7.21,2.67,108.85,1.66
1/22/15,,14,74.43,2,8.2,,,24.01,12.39,,,,,,1.52
1/22/15,,15,69.99,1.8,8.2,,,23.95,12.37,0.89,24.06,5.85,2.51,98.2,1.62
1/22/15,,16,63.08,1.9,8,0.28,15,25.92,12.59,,,,,,1.26
