NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: BUDD INLET, SOUTH OF GULL HARBOR 
State: WA 
Stationid: 9446807
Prediction Type: Harmonic
From: 20210901 00:00 - 20210930 23:00
Units: Metric
Time Zone: GMT
Datum: MTL
Interval Type: Hourly

Date 		Day	Time	Pred	
2021/09/28	Tue	16:00	-0.08	
2021/09/28	Tue	17:00	0.52	
2021/09/28	Tue	18:00	0.96	
2021/09/28	Tue	19:00	1.19	
2021/09/28	Tue	20:00	1.15	
2021/09/28	Tue	21:00	0.89	
2021/09/28	Tue	22:00	0.58	
2021/09/28	Tue	23:00	0.33	
2021/09/29	Wed	00:00	0.16	
2021/09/29	Wed	01:00	0.09	
2021/09/29	Wed	02:00	0.20	
2021/09/29	Wed	03:00	0.45	
2021/09/29	Wed	04:00	0.70	
2021/09/29	Wed	05:00	0.82	
2021/09/29	Wed	06:00	0.81	
2021/09/29	Wed	07:00	0.66	
2021/09/29	Wed	08:00	0.30	
2021/09/29	Wed	09:00	-0.25	
2021/09/29	Wed	10:00	-0.87	
2021/09/29	Wed	11:00	-1.41	
2021/09/29	Wed	12:00	-1.77	
2021/09/29	Wed	13:00	-1.95	
2021/09/29	Wed	14:00	-1.86	
2021/09/29	Wed	15:00	-1.43	
2021/09/29	Wed	16:00	-0.79	
2021/09/29	Wed	17:00	-0.13	
2021/09/29	Wed	18:00	0.45	
2021/09/29	Wed	19:00	0.92	
2021/09/29	Wed	20:00	1.18	
2021/09/29	Wed	21:00	1.19	
2021/09/29	Wed	22:00	0.99	
2021/09/29	Wed	23:00	0.72	
2021/09/30	Thu	00:00	0.48	
2021/09/30	Thu	01:00	0.26	
2021/09/30	Thu	02:00	0.12	
2021/09/30	Thu	03:00	0.15	
2021/09/30	Thu	04:00	0.33	
2021/09/30	Thu	05:00	0.52	
2021/09/30	Thu	06:00	0.64	
2021/09/30	Thu	07:00	0.67	
2021/09/30	Thu	08:00	0.57	
2021/09/30	Thu	09:00	0.28	
2021/09/30	Thu	10:00	-0.22	
2021/09/30	Thu	11:00	-0.81	
2021/09/30	Thu	12:00	-1.32	
2021/09/30	Thu	13:00	-1.71	
2021/09/30	Thu	14:00	-1.93	
2021/09/30	Thu	15:00	-1.87	
2021/09/30	Thu	16:00	-1.47	
2021/09/30	Thu	17:00	-0.85	
2021/09/30	Thu	18:00	-0.19	
2021/09/30	Thu	19:00	0.43	
2021/09/30	Thu	20:00	0.95	
2021/09/30	Thu	21:00	1.26	
2021/09/30	Thu	22:00	1.29	
2021/09/30	Thu	23:00	1.10	
