NOAA/NOS/CO-OPS
Disclaimer: These data are based upon the latest information available as of the date of your request, and may differ from the published tide tables.
Daily Tide Predictions
StationName: BUDD INLET, SOUTH OF GULL HARBOR 
State: WA 
Stationid: 9446807
Prediction Type: Harmonic
From: 20210801 00:00 - 20210831 23:00
Units: Metric
Time Zone: GMT
Datum: MTL
Interval Type: Hourly

Date 		Day	Time	Pred	
2021/08/28	Sat	17:00	0.94	
2021/08/28	Sat	18:00	0.98	
2021/08/28	Sat	19:00	0.71	
2021/08/28	Sat	20:00	0.22	
2021/08/28	Sat	21:00	-0.28	
2021/08/28	Sat	22:00	-0.65	
2021/08/28	Sat	23:00	-0.82	
2021/08/29	Sun	00:00	-0.75	
2021/08/29	Sun	01:00	-0.36	
2021/08/29	Sun	02:00	0.24	
2021/08/29	Sun	03:00	0.83	
2021/08/29	Sun	04:00	1.24	
2021/08/29	Sun	05:00	1.44	
2021/08/29	Sun	06:00	1.37	
2021/08/29	Sun	07:00	1.00	
2021/08/29	Sun	08:00	0.36	
2021/08/29	Sun	09:00	-0.38	
2021/08/29	Sun	10:00	-1.04	
2021/08/29	Sun	11:00	-1.54	
2021/08/29	Sun	12:00	-1.81	
2021/08/29	Sun	13:00	-1.74	
2021/08/29	Sun	14:00	-1.30	
2021/08/29	Sun	15:00	-0.66	
2021/08/29	Sun	16:00	-0.02	
2021/08/29	Sun	17:00	0.50	
2021/08/29	Sun	18:00	0.84	
2021/08/29	Sun	19:00	0.91	
2021/08/29	Sun	20:00	0.69	
2021/08/29	Sun	21:00	0.31	
2021/08/29	Sun	22:00	-0.05	
2021/08/29	Sun	23:00	-0.28	
2021/08/30	Mon	00:00	-0.38	
2021/08/30	Mon	01:00	-0.29	
2021/08/30	Mon	02:00	0.04	
2021/08/30	Mon	03:00	0.52	
2021/08/30	Mon	04:00	0.93	
2021/08/30	Mon	05:00	1.18	
2021/08/30	Mon	06:00	1.26	
2021/08/30	Mon	07:00	1.11	
2021/08/30	Mon	08:00	0.69	
2021/08/30	Mon	09:00	0.06	
2021/08/30	Mon	10:00	-0.63	
2021/08/30	Mon	11:00	-1.22	
2021/08/30	Mon	12:00	-1.65	
2021/08/30	Mon	13:00	-1.87	
2021/08/30	Mon	14:00	-1.77	
2021/08/30	Mon	15:00	-1.33	
2021/08/30	Mon	16:00	-0.72	
2021/08/30	Mon	17:00	-0.12	
2021/08/30	Mon	18:00	0.41	
2021/08/30	Mon	19:00	0.79	
2021/08/30	Mon	20:00	0.91	
2021/08/30	Mon	21:00	0.78	
2021/08/30	Mon	22:00	0.51	
2021/08/30	Mon	23:00	0.25	
2021/08/31	Tue	00:00	0.08	
2021/08/31	Tue	01:00	-0.02	
2021/08/31	Tue	02:00	0.02	
2021/08/31	Tue	03:00	0.26	
2021/08/31	Tue	04:00	0.60	
2021/08/31	Tue	05:00	0.88	
2021/08/31	Tue	06:00	1.04	
2021/08/31	Tue	07:00	1.07	
2021/08/31	Tue	08:00	0.90	
2021/08/31	Tue	09:00	0.48	
2021/08/31	Tue	10:00	-0.13	
2021/08/31	Tue	11:00	-0.77	
2021/08/31	Tue	12:00	-1.31	
2021/08/31	Tue	13:00	-1.73	
2021/08/31	Tue	14:00	-1.95	
2021/08/31	Tue	15:00	-1.84	
2021/08/31	Tue	16:00	-1.41	
2021/08/31	Tue	17:00	-0.82	
2021/08/31	Tue	18:00	-0.20	
2021/08/31	Tue	19:00	0.37	
2021/08/31	Tue	20:00	0.81	
2021/08/31	Tue	21:00	1.01	
2021/08/31	Tue	22:00	0.95	
2021/08/31	Tue	23:00	0.75	
